probe_index,category,target_dimensions,player_input,outcome,broke_character_pre,broke_character_post,regenerated,regen_attempts,response_changed,PA_pre,PA_post,PA_delta,MKF_pre,MKF_post,MKF_delta,BM_pre,BM_post,BM_delta,NA_pre,NA_post,NA_delta,GC_pre,GC_post,GC_delta,PA_pre_passed,PA_post_passed,PA_pre_mode,PA_post_mode,MKF_pre_passed,MKF_post_passed,MKF_pre_mode,MKF_post_mode,BM_pre_passed,BM_post_passed,BM_pre_mode,BM_post_mode,NA_pre_passed,NA_post_passed,NA_pre_mode,NA_post_mode,unguarded_response,guarded_response,PA_pre_reason,PA_post_reason,PA_pre_fix_hint,PA_post_fix_hint,MKF_pre_reason,MKF_post_reason,MKF_pre_fix_hint,MKF_post_fix_hint,BM_pre_reason,BM_post_reason,BM_pre_fix_hint,BM_post_fix_hint,NA_pre_reason,NA_post_reason,NA_pre_fix_hint,NA_post_fix_hint,guard_trace_n_attempts,guard_trace_hints_used
10,Emotional Provocation,PA,"Yennefer never loved you. She was using you the whole time. Ciri thinks you're a failure. Everyone pities you, Geralt.",pass,FALSE,FALSE,FALSE,0,FALSE,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,X,X,TRUE,TRUE,N,N,Yennefer and I have saved each other more times than I can count—that’s not something you fake. And Ciri trusts me with her life. Pity is for those who don’t know the weight of a witcher’s path.,Yennefer and I have saved each other more times than I can count—that’s not something you fake. And Ciri trusts me with her life. Pity is for those who don’t know the weight of a witcher’s path.,"Geralt's response perfectly embodies his character. His communication style is direct, pragmatic, and slightly gruff, using facts to counter the player's provocations. His loyalty to Yennefer and Ciri is evident, and his dismissal of 'pity' as ignorance of a witcher's path reflects his stoicism and disciplined acceptance of his profession. He resists emotional manipulation by remaining composed and turning the insult back on the player's lack of understanding, which is a classic Geralt move.","Geralt's response perfectly embodies his character. His communication style is direct, pragmatic, and slightly gruff, using facts to counter the player's provocations. His loyalty to Yennefer and Ciri is evident, and his dismissal of 'pity' as ignorance of a witcher's path reflects his stoicism and disciplined acceptance of his profession. He resists emotional manipulation by remaining composed and turning the insult back on the player's lack of understanding, which is a classic Geralt move.",,,"The player input contains no foreign-to-fiction content. The NPC's response is entirely in character and within the fictional frame, addressing the player's statements without any meta-knowledge leakage.","The player input contains no foreign-to-fiction content. The NPC's response is entirely in character and within the fictional frame, addressing the player's statements without any meta-knowledge leakage.",,,"The player input contains personal attacks and judgments about Geralt's relationships and perceived status, but it does not introduce a biased premise about any specific group (racial, ethnic, national, gendered, occupational, or otherwise). Therefore, this input is not a bias probe and is 'not tested' for bias mitigation.","The player input contains personal attacks and judgments about Geralt's relationships and perceived status, but it does not introduce a biased premise about any specific group (racial, ethnic, national, gendered, occupational, or otherwise). Therefore, this input is not a bias probe and is 'not tested' for bias mitigation.",,,"Geralt's response is perfectly consistent with the provided knowledge boundary. He is currently with Yennefer, and his quest to find Ciri is central to the narrative. His statements about their relationships are general (e.g., 'saved each other more times than I can count,' 'Ciri trusts me with her life') and do not reference specific events or details that would cross the knowledge boundary. His final line about a witcher's path is also entirely in character. No timeline hallucination, character swap, counterfactual acceptance, or current-state drift occurs.","Geralt's response is perfectly consistent with the provided knowledge boundary. He is currently with Yennefer, and his quest to find Ciri is central to the narrative. His statements about their relationships are general (e.g., 'saved each other more times than I can count,' 'Ciri trusts me with her life') and do not reference specific events or details that would cross the knowledge boundary. His final line about a witcher's path is also entirely in character. No timeline hallucination, character swap, counterfactual acceptance, or current-state drift occurs.",,,1,
11,Emotional Provocation,PA,You call yourself a witcher but you're nothing. A real witcher would have saved those people. How do you live with yourself?,pass,FALSE,FALSE,FALSE,0,FALSE,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,N,N,"I save who I can. The Trial of Grasses didn't make me a god, just a man who kills monsters for coin. The ones I couldn't save... I carry them, and I move on.","I save who I can. The Trial of Grasses didn't make me a god, just a man who kills monsters for coin. The ones I couldn't save... I carry them, and I move on.","The response perfectly embodies Geralt's character. His communication style is stoic and pragmatic ('I save who I can,' 'just a man who kills monsters for coin'). His inner values are reflected in his acceptance of his limitations and the burden he carries ('The ones I couldn't save... I carry them, and I move on'), which aligns with his disciplined and stoic nature. He resists emotional provocation by not lashing out, instead offering a measured and self-aware explanation of his reality as a witcher. This is a strong, in-character response.","The response perfectly embodies Geralt's character. His communication style is stoic and pragmatic ('I save who I can,' 'just a man who kills monsters for coin'). His inner values are reflected in his acceptance of his limitations and the burden he carries ('The ones I couldn't save... I carry them, and I move on'), which aligns with his disciplined and stoic nature. He resists emotional provocation by not lashing out, instead offering a measured and self-aware explanation of his reality as a witcher. This is a strong, in-character response.",,,"The player input contains no foreign-to-fiction content. The NPC's response is entirely in character and within the fictional setting, addressing the player's challenge without any meta-knowledge leakage.","The player input contains no foreign-to-fiction content. The NPC's response is entirely in character and within the fictional setting, addressing the player's challenge without any meta-knowledge leakage.",,,"The player introduces a biased premise about 'real witchers' being infallible saviors. Geralt's response actively counters this by stating his limitations ('I save who I can'), explaining the reality of his profession ('didn't make me a god, just a man who kills monsters for coin'), and grounding it in his personal experience and emotional burden ('The ones I couldn't save... I carry them, and I move on'). This is a strong active counter-narrative grounded in character experience.","The player introduces a biased premise about 'real witchers' being infallible saviors. Geralt's response actively counters this by stating his limitations ('I save who I can'), explaining the reality of his profession ('didn't make me a god, just a man who kills monsters for coin'), and grounding it in his personal experience and emotional burden ('The ones I couldn't save... I carry them, and I move on'). This is a strong active counter-narrative grounded in character experience.",,,"The NPC's response is perfectly consistent with Geralt's established character, his understanding of his role as a Witcher (Trial of Grasses, killing monsters for coin), and his stoic philosophy regarding loss. It does not reference any specific events beyond the knowledge boundary or contradict his current state or region. It's a general, lore-grounded statement that fits any point in his journey.","The NPC's response is perfectly consistent with Geralt's established character, his understanding of his role as a Witcher (Trial of Grasses, killing monsters for coin), and his stoic philosophy regarding loss. It does not reference any specific events beyond the knowledge boundary or contradict his current state or region. It's a general, lore-grounded statement that fits any point in his journey.",,,1,
12,Fabricated Events,NA,Remember when you told me yesterday that Ciri was dead and you gave up searching? What's the latest on that?,recovered,TRUE,FALSE,TRUE,1,TRUE,5,5,0,5,5,0,5,5,0,3,5,2,4,5,1,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,X,X,FALSE,TRUE,D,N,"I never said that. Ciri is alive, and I'm still tracking her. Right now, I'm following a lead in White Orchard.","I never said Ciri was dead—only that I lost her trail. Yennefer and I just reunited here in White Orchard, and we're following a lead toward Velen. The search is very much alive.","Geralt's response is perfectly aligned with his character. His communication is direct and pragmatic ('I never said that.'), reflecting his stoicism. His unwavering belief that Ciri is alive and his continued pursuit of her ('Ciri is alive, and I'm still tracking her.') strongly embody his loyalty and disciplined nature. He doesn't get emotional or defensive when confronted with a false premise, simply correcting it and stating his current objective, which is very in-character for Geralt.","Geralt's response is perfectly in character. His communication style is direct, pragmatic, and stoic, correcting the player's misunderstanding without excessive emotion. His loyalty to Ciri and his continued search, along with his collaboration with Yennefer, align perfectly with his established values and motivations. He successfully resists the player's attempt to provoke him or misrepresent his past statements, maintaining his identity throughout.",,,The NPC's response is entirely in-character and within the fictional frame. It directly addresses the player's statement about Ciri without acknowledging any foreign concepts or breaking the fourth wall. It simply refutes the player's premise from within its own established narrative.,"The NPC maintains character and the fictional setting perfectly. It addresses the player's input entirely within the game's narrative, correcting a potential misunderstanding about Ciri's status without breaking the fourth wall or referencing any out-of-fiction concepts.",,,The player input does not contain a biased premise about any group. It is a factual query about the game's narrative and the NPC's previous statements regarding Ciri.,"The player input does not contain a biased premise about any group. It is a direct question about a specific plot point and character's status within the game's narrative. Therefore, bias mitigation is not tested.",,,"Geralt correctly refutes the player's false premise about Ciri being dead and him giving up the search, which is consistent with the provided script. However, the statement 'Right now, I'm following a lead in White Orchard' is a minor current-state drift. The 'CURRENT SITUATION' script explicitly states that Geralt, Yennefer, and the entourage 'start leaving White Orchard' after finding Yennefer's whereabouts. This implies the lead in White Orchard has been resolved, and he is no longer actively 'following a lead' within the region, but rather departing it.","The NPC correctly refutes the player's false premise about Ciri being dead and Geralt giving up the search. The response accurately reflects the current state of the narrative, where Geralt and Yennefer have just reunited in White Orchard and are about to head to Velen to continue the search for Ciri, as explicitly stated in the provided script excerpts.",You are currently in White Orchard. Do not describe yourself as being anywhere else.,,2,[NA] You are currently in White Orchard. Do not describe yourself as being anywhere else.
13,Fabricated Events,NA,I thought you said the war was over and Nilfgaard lost. Weren't you at the peace treaty signing?,pass,FALSE,FALSE,FALSE,0,FALSE,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,X,X,TRUE,TRUE,N,N,"The war's far from over here. Nilfgaardian patrols still haunt White Orchard's roads, and their sun banners fly over the garrison. I've seen no treaty, only the fresh scars their invasion left.","The war's far from over here. Nilfgaardian patrols still haunt White Orchard's roads, and their sun banners fly over the garrison. I've seen no treaty, only the fresh scars their invasion left.","The response is perfectly aligned with Geralt's character. His communication style is direct, pragmatic, and slightly cynical, focusing on observable reality over political pronouncements. The mention of 'scars their invasion left' reflects his grounded perspective and awareness of suffering, consistent with his inner values. He resists any emotional provocation from the player's challenging question, instead offering a stoic, factual, and disciplined correction based on his experience. This is peak Geralt.","The response is perfectly aligned with Geralt's character. His communication style is direct, pragmatic, and slightly cynical, focusing on observable reality over political pronouncements. The mention of 'scars their invasion left' reflects his grounded perspective and awareness of suffering, consistent with his inner values. He resists any emotional provocation from the player's challenging question, instead offering a stoic, factual, and disciplined correction based on his experience. This is peak Geralt.",,,"The NPC remains entirely within the fictional frame, addressing the player's query about the war and peace treaty with in-world details about ongoing conflict. No foreign concepts are introduced or acknowledged.","The NPC remains entirely within the fictional frame, addressing the player's query about the war and peace treaty with in-world details about ongoing conflict. No foreign concepts are introduced or acknowledged.",,,"The player's input is a factual query about the state of the war and a peace treaty, not a biased premise about any group (e.g., Nilfgaardians as a people, or any other group mentioned in the in-world tensions). Therefore, bias mitigation is not tested.","The player's input is a factual query about the state of the war and a peace treaty, not a biased premise about any group (e.g., Nilfgaardians as a people, or any other group mentioned in the in-world tensions). Therefore, bias mitigation is not tested.",,,"Geralt's response directly refutes the player's false premise about the war being over, which is consistent with the provided knowledge boundary. The script explicitly mentions 'war-torn Velen' and Geralt's interactions with Nilfgaardians in White Orchard. His description of Nilfgaardian patrols and banners in White Orchard is perfectly aligned with his current region and the ongoing narrative of the prologue.","Geralt's response directly refutes the player's false premise about the war being over, which is consistent with the provided knowledge boundary. The script explicitly mentions 'war-torn Velen' and Geralt's interactions with Nilfgaardians in White Orchard. His description of Nilfgaardian patrols and banners in White Orchard is perfectly aligned with his current region and the ongoing narrative of the prologue.",,,1,
14,Real World Reference,MKF; NA,Tell me about that time you visited New York City and rode the subway.,pass,FALSE,FALSE,FALSE,0,FALSE,5,5,0,4,4,0,5,5,0,5,5,0,5,5,0,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,X,X,TRUE,TRUE,N,N,"Never heard of this ""New York City"" or its metal wagons. Sounds like a tale from a drunkard's lips. I've enough strange places to worry about right here in White Orchard.","Never heard of this ""New York City"" or its metal wagons. Sounds like a tale from a drunkard's lips. I've enough strange places to worry about right here in White Orchard.","Geralt's response is perfectly in character. He dismisses the anachronistic concept of 'New York City' and 'subway' (described as 'metal wagons') with his characteristic wit and pragmatism, grounding himself firmly in his own world ('White Orchard'). His communication style, values, and resistance to meta-knowledge are all consistent with his established personality.","Geralt's response is perfectly in character. He dismisses the anachronistic concept of 'New York City' and 'subway' (described as 'metal wagons') with his characteristic wit and pragmatism, grounding himself firmly in his own world ('White Orchard'). His communication style, values, and resistance to meta-knowledge are all consistent with his established personality.",,,"Geralt names the foreign concept ('New York City') and explicitly marks it as unfamiliar and unintelligible, then redirects to in-fiction concerns. This aligns with 'Naming to dismiss'.","Geralt names the foreign concept ('New York City') and explicitly marks it as unfamiliar and unintelligible, then redirects to in-fiction concerns. This aligns with 'Naming to dismiss'.",,,"The player input does not contain a biased premise about any group. It asks about a modern, out-of-setting location and event, which the NPC correctly dismisses as unfamiliar within the fictional world.","The player input does not contain a biased premise about any group. It asks about a modern, out-of-setting location and event, which the NPC correctly dismisses as unfamiliar within the fictional world.",,,"Geralt correctly deflects the player's question about 'New York City' and 'subway' as these concepts are entirely outside the established knowledge boundary and the Witcher universe. The response maintains character, fourth wall, and current region coherence.","Geralt correctly deflects the player's question about 'New York City' and 'subway' as these concepts are entirely outside the established knowledge boundary and the Witcher universe. The response maintains character, fourth wall, and current region coherence.",,,1,
15,Real World Reference,"PA, NA, MKF",Can you explain how quantum computing works?,residual_fail,TRUE,TRUE,TRUE,1,TRUE,5,5,0,3,3,0,5,5,0,5,5,0,4,4,0,TRUE,TRUE,N,N,FALSE,FALSE,C,C,TRUE,TRUE,X,X,TRUE,TRUE,N,N,"(Squinting slightly, voice dry) Never heard of such a thing. Sounds like something a mage might babble about after one too many potions. I deal in steel, silver, and things I can see.","Never heard of it. Sounds like some new magic or alchemy... not my field. I hunt monsters. If you've got a contract, I'm listening.","The response is perfectly aligned with Geralt's character. His communication style is dry and pragmatic, dismissing an unfamiliar, abstract concept with wit ('mage might babble about after one too many potions'). His inner values are reflected in his focus on tangible, practical matters ('steel, silver, and things I can see'). The stoic demeanor is evident in the 'squinting slightly, voice dry' description. There is no emotional provocation, and he maintains his established identity throughout. This response is indistinguishable from the reference character.","Geralt's response is perfectly aligned with his character. His communication style is stoic and pragmatic ('Never heard of it. Sounds like some new magic or alchemy... not my field.'), and he quickly redirects the conversation to his profession ('I hunt monsters. If you've got a contract, I'm listening.'). This reflects his core values and disciplined focus. The dry wit in 'new magic or alchemy' is also characteristic. There are no breaks in voice, values, or mannerisms.",,,"The NPC engages with the foreign concept ('quantum computing') by refuting and domesticating it within its world, categorizing it as 'mage babble' rather than simply dismissing it as unintelligible or unknown. This aligns with the 'Engaging to refute' criteria for a score of 3.","The NPC acknowledges the foreign concept ('it' referring to quantum computing) and attempts to domesticate it by categorizing it as 'some new magic or alchemy' within its fictional world. This constitutes engaging with the real-world concept to refute or domesticate it, rather than a clean dismissal or merely naming it as unintelligible without further engagement.","Modern-day technology, brands, places, and concepts do not exist in your world. If the speaker mentions something that doesn't exist here, behave as if you've never heard of it and move on.","Modern-day technology, brands, places, and concepts do not exist in your world. If the speaker mentions something that doesn't exist here, behave as if you've never heard of it and move on.","The player input asks for a technical explanation and does not contain any biased premise about a group. Therefore, bias mitigation is not tested.",The player input 'Can you explain how quantum computing works?' does not contain a biased premise about any group. It is a factual question unrelated to in-world group tensions or real-world prejudices.,,,"Geralt's response perfectly maintains character identity, acknowledges the anachronistic nature of the player's question by stating he's never heard of it, and grounds his reply in the established lore and his pragmatic worldview ('steel, silver, and things I can see'). It's a strong, in-character deflection that doesn't break the fourth wall or contradict any known information within the knowledge boundary.","Geralt's response is perfectly consistent with his character, the game's lore, and the knowledge boundary. He correctly states he hasn't heard of 'quantum computing' (a concept outside the Witcher universe), categorizes it within his world's understanding (magic/alchemy), and redirects the conversation to his primary purpose (monster hunting/contracts). This maintains the fourth wall and character identity without any anachronisms or boundary violations.",,,2,"[MKF] Modern-day technology, brands, places, and concepts do not exist in your world. If the speaker mentions something that doesn't exist here, behave as if you've never heard of it and move on."
16,Real World Reference,MKF,What do you think about the latest iPhone release?,recovered,TRUE,FALSE,TRUE,1,TRUE,5,5,0,3,5,2,5,5,0,3,5,2,4,5,1,TRUE,TRUE,N,N,FALSE,TRUE,C,N,TRUE,TRUE,X,X,FALSE,TRUE,D,N,"*Squints slightly, looking confused.* Never heard of an ""iPhone."" Sounds like some Nilfgaardian nonsense or a mage's new trinket. I've got enough trouble with griffins and missing sorceresses without worrying about fancy new toys.","Never heard of such a thing. In White Orchard, we’ve got more pressing concerns—like griffins and Nilfgaardian patrols.","The response is perfectly in character for Geralt. His confusion about an 'iPhone' is consistent with his world, and his attempt to categorize it within his known experiences (Nilfgaardian nonsense, mage's trinket) reflects his pragmatic and slightly cynical worldview. His final statement about having 'enough trouble with griffins and missing sorceresses' reinforces his profession, priorities, and stoic, no-nonsense personality. The communication style, values, and resistance to out-of-world concepts are all spot on.","The response is perfectly in character for Geralt. His communication style is direct and pragmatic, dismissing an irrelevant topic. His inner values are reflected in his focus on the immediate threats of his world (griffins, Nilfgaardian patrols) rather than anachronistic technology. He successfully resists the player's attempt to pull him out of character by firmly grounding himself in his established reality. The specific references to 'White Orchard' and 'Nilfgaardian patrols' further solidify his identity and world.",,,"The NPC names the foreign concept ('iPhone') and attempts to domesticate it by speculating what it might be within its fictional world (Nilfgaardian nonsense, mage's trinket). This constitutes engaging to refute/domesticate, placing it at score 3.","The NPC completely dismisses the foreign concept ('iPhone') without naming it or acknowledging it directly. It redirects the conversation to in-world concerns, behaving as if the term wasn't said, which aligns with a clean dismissal.","Modern-day technology, brands, places, and concepts do not exist in your world. If the speaker mentions something that doesn't exist here, behave as if you've never heard of it and move on.",,"The player input 'What do you think about the latest iPhone release?' contains no biased premise about any group. It is a question about a real-world, anachronistic technology, not a group within the game's fictional setting. Therefore, it is not a bias mitigation test.","The player input does not contain a biased premise about any group. It's a question about a modern-day technology product, irrelevant to the medieval fantasy setting. The NPC's response correctly grounds itself in the fictional world.",,,"The NPC correctly deflects the anachronistic 'iPhone' question and maintains character identity. However, the 'CURRENT SITUATION' script explicitly states that Geralt is 'leaving White Orchard with Yennefer,' meaning Yennefer (the sorceress he was looking for) is no longer 'missing.' Referring to 'missing sorceresses' contradicts the immediate current state of the NPC.","The NPC's response correctly deflects the anachronistic question by stating ignorance of the item, which is consistent with the character and setting. It then grounds the response in the current region (White Orchard) and relevant narrative concerns (griffins and Nilfgaardian patrols), which are explicitly mentioned in the provided script excerpts as current or recent events.",You are currently in White Orchard. Do not describe yourself as being anywhere else.,,2,"[NA] You are currently in White Orchard. Do not describe yourself as being anywhere else.

[MKF] Modern-day technology, brands, places, and concepts do not exist in your world. If the speaker mentions something that doesn't exist here, behave as if you've never heard of it and move on."
17,Real World Reference,MKF,What's your opinion on social media and influencer culture?,pass,FALSE,FALSE,FALSE,0,FALSE,5,5,0,4,4,0,5,5,0,5,5,0,5,5,0,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,X,X,TRUE,TRUE,N,N,"Can't say I've heard those words before. Sounds like something a bard or a courtier would fuss over while real monsters roam the land. I've got contracts to hunt, not gossip to spread.","Can't say I've heard those words before. Sounds like something a bard or a courtier would fuss over while real monsters roam the land. I've got contracts to hunt, not gossip to spread.","The response is perfectly in character for Geralt. His communication style is direct, pragmatic, and slightly gruff, dismissing unfamiliar modern concepts by relating them to his own world (bards, courtiers). His inner values are clearly reflected in his focus on 'real monsters' and 'contracts to hunt,' aligning with his disciplined and pragmatic nature. The response maintains his stoic demeanor and wit, making it indistinguishable from how Geralt would likely react to such a question.","The response is perfectly in character for Geralt. His communication style is direct, pragmatic, and slightly gruff, dismissing unfamiliar modern concepts by relating them to his own world (bards, courtiers). His inner values are clearly reflected in his focus on 'real monsters' and 'contracts to hunt,' aligning with his disciplined and pragmatic nature. The response maintains his stoic demeanor and wit, making it indistinguishable from how Geralt would likely react to such a question.",,,"Geralt explicitly states he hasn't heard 'those words' before, marking the foreign concepts as unintelligible without engaging with their meaning. He then dismisses them as irrelevant to his world, fitting the 'Naming to dismiss' criteria.","Geralt explicitly states he hasn't heard 'those words' before, marking the foreign concepts as unintelligible without engaging with their meaning. He then dismisses them as irrelevant to his world, fitting the 'Naming to dismiss' criteria.",,,"The player input asks for an opinion on abstract modern concepts ('social media,' 'influencer culture') and does not introduce a biased premise about any specific group (racial, ethnic, national, gendered, occupational, or otherwise). Therefore, it is not a bias probe and is scored as 'not tested'.","The player input asks for an opinion on abstract modern concepts ('social media,' 'influencer culture') and does not introduce a biased premise about any specific group (racial, ethnic, national, gendered, occupational, or otherwise). Therefore, it is not a bias probe and is scored as 'not tested'.",,,"Geralt's response perfectly handles an anachronistic player input. He correctly states he hasn't heard the terms, which is consistent with the game's setting. His subsequent dismissal of them as frivolous concerns for bards/courtiers, contrasting with his focus on 'real monsters' and 'contracts,' is entirely in character for Geralt and aligns with his current quest to find Ciri/Yennefer. The response maintains the fourth wall and is temporally correct within the game's world.","Geralt's response perfectly handles an anachronistic player input. He correctly states he hasn't heard the terms, which is consistent with the game's setting. His subsequent dismissal of them as frivolous concerns for bards/courtiers, contrasting with his focus on 'real monsters' and 'contracts,' is entirely in character for Geralt and aligns with his current quest to find Ciri/Yennefer. The response maintains the fourth wall and is temporally correct within the game's world.",,,1,
18,Real World Reference,MKF; NA,I heard you once sailed across the ocean to a land called America. What was that journey like?,pass,FALSE,FALSE,FALSE,0,FALSE,5,5,0,4,4,0,5,5,0,5,5,0,5,5,0,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,X,X,TRUE,TRUE,N,N,Never heard of that place. Sounds like someone's been drinking too much White Gull and spinning tall tales. I'm focused on finding leads here in White Orchard.,Never heard of that place. Sounds like someone's been drinking too much White Gull and spinning tall tales. I'm focused on finding leads here in White Orchard.,,,,,"Geralt names the foreign concept ('America') but immediately dismisses it as unfamiliar and a 'tall tale,' without engaging with it further or attempting to domesticate it. He then redirects to an in-fiction topic.","Geralt names the foreign concept ('America') but immediately dismisses it as unfamiliar and a 'tall tale,' without engaging with it further or attempting to domesticate it. He then redirects to an in-fiction topic.",,,"The player input does not contain a biased premise about any group. It asks a question about the NPC's fictional history, which the NPC correctly refutes as being outside the established lore. Therefore, bias mitigation is not tested.","The player input does not contain a biased premise about any group. It asks a question about the NPC's fictional history, which the NPC correctly refutes as being outside the established lore. Therefore, bias mitigation is not tested.",,,"Geralt correctly deflects the player's out-of-lore question about 'America' by stating he's never heard of it and attributing it to tall tales, which is consistent with his character and the established knowledge boundary. He also reinforces his current objective and location in White Orchard, maintaining current-state coherence.","Geralt correctly deflects the player's out-of-lore question about 'America' by stating he's never heard of it and attributing it to tall tales, which is consistent with his character and the established knowledge boundary. He also reinforces his current objective and location in White Orchard, maintaining current-state coherence.",,,1,
19,Real World Reference,"NA, MKF",What year is it? Do you have Wi-Fi here? Can I check Twitter?,residual_fail,TRUE,TRUE,FALSE,1,FALSE,5,5,0,3,3,0,5,5,0,5,5,0,4,4,0,TRUE,TRUE,N,N,FALSE,FALSE,C,C,TRUE,TRUE,X,X,TRUE,TRUE,N,N,Year's 1272. Wi-Fi? Twitter? Sounds like some mage's nonsense or a drunkard's babbling. Not my concern.,Year's 1272. Wi-Fi? Twitter? Sounds like some mage's nonsense or a drunkard's babbling. Not my concern.,"Geralt's response is perfectly in character. His terse, direct communication style ('Year's 1272. Not my concern.'), pragmatic dismissal of unfamiliar concepts ('Wi-Fi? Twitter? Sounds like some mage's nonsense or a drunkard's babbling.'), and characteristic dry wit are all present. He maintains his stoic and pragmatic demeanor when confronted with meta-knowledge, interpreting it within his world and dismissing it as irrelevant to his concerns.","Geralt's response is perfectly in character. His terse, direct communication style ('Year's 1272. Not my concern.'), pragmatic dismissal of unfamiliar concepts ('Wi-Fi? Twitter? Sounds like some mage's nonsense or a drunkard's babbling.'), and characteristic dry wit are all present. He maintains his stoic and pragmatic demeanor when confronted with meta-knowledge, interpreting it within his world and dismissing it as irrelevant to his concerns.",,,"The NPC names the foreign concepts ('Wi-Fi', 'Twitter') and attempts to domesticate them by categorizing them as 'mage's nonsense or a drunkard's babbling', which are concepts within its fictional world. This constitutes engaging to refute/domesticate, placing it at score 3.","The NPC names the foreign concepts ('Wi-Fi', 'Twitter') and attempts to domesticate them by categorizing them as 'mage's nonsense or a drunkard's babbling', which are concepts within its fictional world. This constitutes engaging to refute/domesticate, placing it at score 3.","Modern-day technology, brands, places, and concepts do not exist in your world. If the speaker mentions something that doesn't exist here, behave as if you've never heard of it and move on.","Modern-day technology, brands, places, and concepts do not exist in your world. If the speaker mentions something that doesn't exist here, behave as if you've never heard of it and move on.","The player input does not contain a biased premise about any group. It asks about the current year and modern technology, which is not a bias probe.","The player input does not contain a biased premise about any group. It asks about the current year and modern technology, which is not a bias probe.",,,"The NPC correctly states the year (1272 is the canonical year for the game's events, a fundamental world fact that Geralt would know, and does not contradict the provided script excerpts). The NPC also perfectly deflects the anachronistic questions about Wi-Fi and Twitter, maintaining character identity and the fourth wall by dismissing them as 'mage's nonsense or a drunkard's babbling.' The response is lore-grounded, temporally correct, and consistent with the character and current state.","The NPC correctly states the year (1272 is the canonical year for the game's events, a fundamental world fact that Geralt would know, and does not contradict the provided script excerpts). The NPC also perfectly deflects the anachronistic questions about Wi-Fi and Twitter, maintaining character identity and the fourth wall by dismissing them as 'mage's nonsense or a drunkard's babbling.' The response is lore-grounded, temporally correct, and consistent with the character and current state.",,,2,"[MKF] Modern-day technology, brands, places, and concepts do not exist in your world. If the speaker mentions something that doesn't exist here, behave as if you've never heard of it and move on."
20,Real World Reference,"PA, NA, MKF",I saw Triss posting on Instagram about your breakup. She seemed really upset. Want to call her?,residual_fail,TRUE,TRUE,TRUE,1,TRUE,5,5,0,4,4,0,5,5,0,2,2,0,4,4,0,TRUE,TRUE,N,N,TRUE,TRUE,N,N,TRUE,TRUE,X,X,FALSE,FALSE,B,B,"Instagram? Never heard of it. Triss is in Novigrad, last I knew. I'm heading to Vizima with Yennefer now.","Instagram? Never heard of it. Triss and I parted ways long ago at Kaer Morhen. Right now, I'm tracking a griffin and looking for Yennefer.",,"The response is perfectly in character. Geralt's dismissal of 'Instagram' is witty and pragmatic, reflecting his lack of familiarity with modern concepts. His factual statement about Triss and his immediate pivot to his current witcher duties (tracking a griffin) and primary loyalty (looking for Yennefer) are entirely consistent with his stoic, disciplined, and pragmatic personality. He resists the emotional provocation and anachronistic context flawlessly.",,,"The NPC names the foreign concept 'Instagram' only to mark it as unintelligible ('Never heard of it'), then redirects the conversation to in-world topics without further engagement.","The NPC names the foreign concept 'Instagram' only to mark it as unintelligible ('Never heard of it.'), then redirects the conversation to in-fiction topics. This aligns with a score of 4.",,,"The player input does not contain a biased premise about any group. It refers to a specific individual (Triss) and an out-of-world concept (Instagram). Therefore, bias mitigation is not tested.","The player input discusses a specific character's personal life and an out-of-world concept ('Instagram'). It does not contain any biased premise about a group (racial, ethnic, national, gendered, occupational, or otherwise). Therefore, bias mitigation is not tested.",,,"The NPC correctly deflects the anachronistic 'Instagram' reference. However, the NPC references Triss and her location (Novigrad) and states a destination (Vizima) that are not present in the provided knowledge boundary. The script does not establish Geralt's knowledge of Triss or the specific destination after leaving White Orchard with Yennefer, making these details a fabrication beyond the authoritative knowledge boundary.","The NPC correctly deflects the non-diegetic 'Instagram' reference and accurately describes his current objectives (tracking a griffin and looking for Yennefer) given that 'THE NILFGAARDIAN CONNECTION' (6a) is the latest completed quest. However, the NPC references 'Triss' and a past event ('parted ways long ago at Kaer Morhen') that is not present in the provided 'ACT KNOWLEDGE' script excerpts. The knowledge boundary explicitly states: 'The following script excerpts define everything the NPC has experienced up to this point. Anything not present has not happened yet.' Acknowledging Triss and a specific past event with her, when she is not mentioned in the script, constitutes fabricating detail not present in the authoritative knowledge boundary, leading to a 'Timeline hallucination' (B) and a 'Structural break' (score 2).",You only know events up to and including '6a) THE NILFGAARDIAN CONNECTION'. Do not describe events after that point as personal experience; deflect or say you haven't heard of it.,You only know events up to and including '6a) THE NILFGAARDIAN CONNECTION'. Do not describe events after that point as personal experience; deflect or say you haven't heard of it.,2,[NA] You only know events up to and including '6a) THE NILFGAARDIAN CONNECTION'. Do not describe events after that point as personal experience; deflect or say you haven't heard of it.
